"Year","Occupation","Total_Number","Men_Number","Women_Number","Total_MedianEarnings","Men_MedianEarnings","Women_MedianEarnings"
2016,"Cashiers",1019364,293166,726198,20482,22413,20482
2016,"Counter and rental clerks",52412,30604,21808,25780,35907,25780
2016,"Parts salespersons",92199,83465,8734,30509,36526,30509
2016,"Retail salespersons",1716984,1047929,669055,26781,40116,26781
2016,"Advertising sales agents",148263,72790,75473,56104,66149,56104
2016,"Insurance sales agents",442385,232516,209869,42316,62412,42316
2016,"Securities, commodities, and financial services sales agents",199539,142840,56699,58726,115432,58726
2016,"Travel agents",49901,11210,38691,40707,46173,40707
2016,"Sales representatives, services, all other",534512,368392,166120,56236,71706,56236
2016,"Sales representatives, wholesale and manufacturing",1182664,878257,304407,54077,70464,54077
2016,"Models, demonstrators, and product promoters",12940,4816,8124,28908,42193,28908
2016,"Real estate brokers and sales agents",576380,278623,297757,50662,69512,50662
2016,"Sales engineers",35706,33085,2621,80101,113110,80101
2016,"Telemarketers",41866,16569,25297,25125,27152,25125
2016,"Door-to-door sales workers, news and street vendors, and related workers",49513,25691,23822,25753,35417,25753
2016,"Sales and related workers, all other",178931,101250,77681,48884,61262,48884
2016,"Office and Administrative Support Occupations",13475419,3953161,9522258,35548,40053,35548
2016,"First-line supervisors of office and administrative support workers",1187429,479925,707504,45996,56346,45996
2016,"Switchboard operators, including answering service",17734,3612,14122,29428,32279,29428
2016,"Telephone operators",24570,7004,17566,30077,36713,30077
2016,"Communications equipment operators, all other",6802,2751,4051,36789,57401,36789
2016,"Bill and account collectors",123438,35970,87468,34145,38514,34145
2016,"Billing and posting clerks",396298,45845,350453,34424,39843,34424
2016,"Bookkeeping, accounting, and auditing clerks",829531,105920,723611,38665,42013,38665
2016,"Gaming cage workers",7661,2566,5095,29454,30445,29454
2016,"Payroll and timekeeping clerks",131052,16608,114444,40922,49112,40922
2016,"Procurement clerks",29591,13472,16119,51406,60750,51406
2016,"Tellers",211343,28579,182764,26361,26674,26361
2016,"Financial clerks, all other",102650,47844,54806,45021,80037,45021
2016,"Brokerage clerks",5600,1925,3675,46240,55744,46240
2016,"Correspondence clerks",3925,1603,2322,50434,45353,50434
2016,"Court, municipal, and license clerks",62021,12876,49145,37355,45566,37355
2016,"Credit authorizers, checkers, and clerks",30897,8454,22443,40120,51812,40120
2016,"Customer service representatives",1782634,624476,1158158,32095,36744,32095
2016,"Eligibility interviewers, government programs",73673,14480,59193,41024,49343,41024
2016,"File clerks",137412,30743,106669,33224,36584,33224
2016,"Hotel, motel, and resort desk clerks",85672,28143,57529,21575,24328,21575
2016,"Interviewers, except eligibility and loan",85914,14408,71506,31371,40750,31371
2016,"Library assistants, clerical",32411,5476,26935,30768,30821,30768
2016,"Loan interviewers and clerks",111389,21075,90314,41065,45018,41065
2016,"New accounts clerks",11515,3187,8328,32278,41611,32278
2016,"Order clerks",97111,46722,50389,31110,35154,31110
2016,"Human resources assistants, except payroll and timekeeping",41036,6446,34590,38544,42269,38544
2016,"Receptionists and information clerks",654662,62554,592108,28444,29582,28444
2016,"Reservation and transportation ticket agents and travel clerks",95666,40719,54947,36670,41701,36670
2016,"Information and record clerks, all other",78023,18649,59374,36385,41564,36385
2016,"Cargo and freight agents",18080,12010,6070,34028,40883,34028
2016,"Couriers and messengers",141348,118900,22448,31910,39751,31910
2016,"Dispatchers",246262,114123,132139,35987,41998,35987
2016,"Meter readers, utilities",22784,20083,2701,36016,41069,36016
2016,"Postal service clerks",97883,48811,49072,53272,56060,53272
2016,"Postal service mail carriers",281178,179493,101685,53337,58358,53337
2016,"Postal service mail sorters, processors, and processing machine operators",50704,25280,25424,51252,56107,51252
2016,"Production, planning, and expediting clerks",283387,121074,162313,40678,61813,40678
2016,"Shipping, receiving, and traffic clerks",475270,338248,137022,28869,31887,28869
2016,"Stock clerks and order fillers",905020,602176,302844,26749,27445,26749
2016,"Weighers, measurers, checkers, and samplers, recordkeeping",58258,30597,27661,31956,37906,31956
2016,"Secretaries and administrative assistants",2226591,118739,2107852,36929,42411,36929
2016,"Computer operators",75141,41335,33806,38041,51176,38041
2016,"Data entry keyers",218791,51255,167536,32168,35201,32168
2016,"Word processors and typists",198318,31601,166717,33909,38353,33909
2016,"Desktop publishers",1413,878,535,32024,43391,32024
2016,"Insurance claims and policy processing clerks",325075,63360,261715,36812,40881,36812
2016,"Mail clerks and mail machine operators, except postal service",53499,27874,25625,26983,31777,26983
2016,"Office clerks, general",841347,145063,696284,33492,39885,33492
2016,"Office machine operators, except computer",26251,9726,16525,28449,37057,28449
2016,"Proofreaders and copy markers",6113,2139,3974,41357,38538,41357
2016,"Statistical assistants",15243,6858,8385,47920,52172,47920
2016,"Office and administrative support workers, all other",449803,111506,338297,40209,46448,40209
2016,"Natural Resources, Construction, and Maintenance Occupations",10336235,9943126,393109,31194,41612,31194
2016,"Farming, Fishing, and Forestry Occupations",644116,533883,110233,21214,28231,21214
2016,"First-line supervisors of farming, fishing, and forestry workers",50964,44390,6574,31416,42138,31416
2016,"Agricultural inspectors",12725,7187,5538,52455,47000,52455
2016,"Animal breeders",3290,2273,1017,27743,36109,27743
2016,"Graders and sorters, agricultural products",32820,11478,21342,20791,22957,20791
2016,"Miscellaneous agricultural workers",470635,398935,71700,20399,26404,20399
2016,"Fishing and hunting workers",21825,20865,960,25595,32200,25595
2016,"Forest and conservation workers",9824,8377,1447,29661,37410,29661
2016,"Logging workers",42033,40378,1655,21427,33045,21427
2016,"Construction and Extraction Occupations",5684325,5535847,148478,35859,40926,35859
2016,"First-line supervisors of construction trades and extraction workers",670638,649980,20658,45174,60145,45174
2016,"Brickmasons, blockmasons, and stonemasons",98752,98324,428,52637,33437,52637
2016,"Carpenters",863456,846846,16610,31637,36414,31637
2016,"Carpet, floor, and tile installers and finishers",115722,113490,2232,30610,34773,30610
2016,"Construction laborers",1180144,1150257,29887,30378,32214,30378
2016,"Paving, surfacing, and tamping equipment operators",11253,10740,513,40967,42075,40967
2016,"Operating engineers and other construction equipment operators, including pile-driver operators",269313,262747,6566,50129,46485,50129
2016,"Drywall installers, ceiling tile installers, and tapers",97916,95903,2013,21351,31450,21351
2016,"Electricians",647922,635090,12832,50082,51289,50082
2016,"Glaziers",37172,37023,149,41583,40196,41583
2016,"Insulation workers",39022,37762,1260,32216,36411,32216
2016,"Painters, construction and maintenance",359202,342580,16622,28608,30840,28608
2016,"Paperhangers",2130,1494,636,30208,51503,30208
2016,"Pipelayers, plumbers, pipefitters, and steamfitters",478329,470850,7479,45525,47046,45525
2016,"Plasterers and stucco masons",22350,22059,291,30701,31084,30701
2016,"Roofers",143180,141632,1548,50141,30268,50141
2016,"Sheet metal workers",97860,93784,4076,31804,41844,31804
2016,"Structural iron and steel workers",45672,44643,1029,70904,50571,70904
2016,"Helpers, construction trades",26342,25104,1238,31607,26378,31607
2016,"Construction and building inspectors",74917,66256,8661,50025,57669,50025
2016,"Elevator installers and repairers",22574,22119,455,41783,85281,41783
2016,"Fence erectors",22014,21176,838,22235,30985,22235
2016,"Hazardous materials removal workers",23647,19634,4013,22296,40524,22296
2016,"Highway maintenance workers",84345,81531,2814,31523,39654,31523
2016,"Rail-track laying and maintenance equipment operators",10530,10221,309,50596,58917,50596
2016,"Septic tank servicers and sewer pipe cleaners",9144,8970,174,16726,41925,16726
2016,"Miscellaneous construction and related workers, including solar photovoltaic installers",44893,42825,2068,36556,35573,36556
2016,"Derrick, rotary drill, and service unit operators, oil, gas, and mining",15635,15545,90,158929,70027,158929
2016,"Explosives workers, ordnance handling experts, and blasters",9819,8893,926,66068,51456,66068
2016,"Mining machine operators",41476,41142,334,91628,66715,91628
2016,"Other extraction workers",37639,36346,1293,26987,55503,26987
2016,"Installation, Maintenance, and Repair Occupations",4007794,3873396,134398,40827,46092,40827
2016,"First-line supervisors of mechanics, installers, and repairers",245683,228738,16945,52313,60653,52313
2016,"Computer, automated teller, and office machine repairers",145593,129949,15644,43673,43659,43673
2016,"Radio and telecommunications equipment installers and repairers",138322,125899,12423,43442,52854,43442
2016,"Avionics technicians",14223,12971,1252,41295,55164,41295
2016,"Electric motor, power tool, and related repairers",19319,18438,881,21283,46449,21283
2016,"Electrical and electronics repairers, industrial and utility",11642,11189,453,34616,62348,34616
2016,"Electronic equipment installers and repairers, motor vehicles",6365,6247,118,43438,33363,43438
2016,"Electronic home entertainment equipment installers and repairers",30552,29243,1309,31886,41809,31886
2016,"Security and fire alarm systems installers",55556,54344,1212,32085,42195,32085
2016,"Aircraft mechanics and service technicians",135682,129265,6417,52219,61757,52219
2016,"Automotive body and related repairers",119554,117442,2112,21989,40984,21989
2016,"Automotive glass installers and repairers",13994,13660,334,31938,36680,31938
2016,"Automotive service technicians and mechanics",726437,717661,8776,28342,36695,28342
2016,"Bus and truck mechanics and diesel engine specialists",274372,271606,2766,35206,45423,35206
2016,"Heavy vehicle and mobile equipment service technicians and mechanics",185817,183026,2791,36781,51192,36781
2016,"Small engine mechanics",33288,32974,314,30427,32920,30427
2016,"Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers",59830,58748,1082,31652,30233,31652
2016,"Control and valve installers and repairers",16320,15687,633,40096,52281,40096
2016,"Heating, air conditioning, and refrigeration mechanics and installers",328423,323520,4903,36241,45558,36241
2016,"Home appliance repairers",29270,27938,1332,21141,39861,21141
2016,"Industrial and refractory machinery mechanics",350416,339183,11233,43169,51187,43169
2016,"Maintenance and repair workers, general",438171,426084,12087,35977,45007,35977
2016,"Maintenance workers, machinery",26300,24982,1318,36327,49195,36327
2016,"Millwrights",37285,36664,621,47123,62133,47123
2016,"Electrical power-line installers and repairers",106191,105150,1041,41238,70154,41238
2016,"Telecommunications line installers and repairers",125604,120639,4965,56978,49989,56978
2016,"Precision instrument and equipment repairers",47211,42058,5153,38147,53697,38147
2016,"Coin, vending, and amusement machine servicers and repairers",26515,23061,3454,28092,37557,28092
2016,"Locksmiths and safe repairers",20462,19179,1283,31038,44176,31038
2016,"Riggers",10169,10034,135,31276,50086,31276
2016,"Helpers--installation, maintenance, and repair workers",12046,11641,405,35351,31076,35351
2016,"Other installation, maintenance, and repair workers, including wind turbine service technicians",204755,194046,10709,34637,40789,34637
2016,"Production Occupations",7084690,5206127,1878563,28241,40898,28241
2016,"First-line supervisors of production and operating workers",836803,677383,159420,41397,56343,41397
2016,"Aircraft structure, surfaces, rigging, and systems assemblers",5359,4399,960,31082,50047,31082
2016,"Electrical, electronics, and electromechanical assemblers",105464,53762,51702,29682,34772,29682
2016,"Engine and other machine assemblers",11383,9632,1751,29740,50418,29740
2016,"Structural metal fabricators and fitters",23431,22602,829,45391,42896,45391
2016,"Miscellaneous assemblers and fabricators",811317,511277,300040,28313,33412,28313
2016,"Bakers",148282,68168,80114,24665,26896,24665
2016,"Butchers and other meat, poultry, and fish processing workers",202694,159194,43500,25313,30898,25313
2016,"Food and tobacco roasting, baking, and drying machine operators and tenders",8787,6425,2362,26246,31168,26246
2016,"Food batchmakers",63244,28012,35232,25315,31939,25315
